doc_id	sent_id	words	positions
gb-2002-3-12-reviews1035.pdf	16	{Interestingly,",",transposable,elements,and,repeated,DNA,arrays,are,abundant,within,heterochromatin,[,"1,5",],",",suggesting,that,the,molecular,nature,of,repeated,DNA,sequences,is,related,to,assembly,of,this,specialized,chromatin,structure,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	17	{Two,recent,studies,have,implicated,a,new,and,unexpected,player,in,heterochromatin,assembly,:,RNA,interference,(,RNAi,;,[,"6,7",],),.}	{NULL}
gb-2002-3-12-reviews1035.pdf	18	{The,speciﬁcation,of,a,region,for,heterochromatin,assembly,results,from,a,‘,histone,code,’,that,modiﬁes,the,tails,of,histone,proteins,within,nucleosomes,in,heterochromatin,differentially,from,those,in,euchromatin,[,"8,9",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	19	{The,ﬁssion,yeast,Schizosaccharomyces,pombe,provides,an,important,model,for,heterochromatin,assembly,in,eukaryotic,cells,",",because,the,regions,of,heterochromatin,have,been,molecularly,deﬁned,(,the,mating-type,locus,",",telomeres,",",and,inverted,repeats,surrounding,centromeres,),",",and,the,evolutionary,conserved,proteins,required,for,heterochromatin,formation,have,been,characterized,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	20	{Several,steps,in,the,pathway,of,heterochromatin,assembly,have,been,identiﬁed,in,S.,pombe,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	21	{The,histone,deacetylase,(,HDAC,),Clr3,deacetylates,one,specific,residue,",",lysine,9,of,histone,H3,;,lysine,14,of,histone,H3,is,deacetylated,by,other,HDACs,",",potentially,Clr6,and,/,or,Hda1,[,10,],.}	{4}
gb-2002-3-12-reviews1035.pdf	22	{Deacetylation,of,histone,H3,lysine,9,allows,this,residue,to,be,methylated,by,the,Clr4,methyltransferase,(,the,homolog,of,Drosophila,Su,(,var,),3-9,),",",which,acts,together,with,Rik1,",",a,protein,that,contains,WD4o,repeats,",",domains,predicted,to,be,involved,in,protein-protein,interactions,[,"10,11",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	23	{The,heterochromatin,protein,1,(,HP1,),homolog,Swi6,then,binds,to,the,methylated,lysine,9,of,histone,H3,[,10,],and,spreads,the,silent,heterochromatin,structure,(,with,methylated,lysine,9,),to,surrounding,sequences,[,12,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	24	{Spreading,is,ultimately,blocked,by,boundary,elements,that,define,the,extent,of,the,heterochromatic,region,[,11-13,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	25	{Interestingly,",",both,the,Clr4,methyltransferase,and,Swi6,contain,chromodomains,",",protein,motifs,that,are,capable,of,binding,RNA,as,well,as,methylated,histone,tails,[,"14,15",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	26	{Once,established,",",transcriptionally,silent,heterochromatin,can,be,passed,to,successive,generations,of,cells,epigenetically,through,mitosis,and,meiosis,[,16,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	27	{SM9,!}	{NULL}
gb-2002-3-12-reviews1035.pdf	28	{A9J}	{NULL}
gb-2002-3-12-reviews1035.pdf	29	{2,Genome,Biology}	{NULL}
gb-2002-3-12-reviews1035.pdf	30	{Vol,3,No,I2,Bailis,and,Forsburg}	{NULL}
gb-2002-3-12-reviews1035.pdf	31	{Two,recent,studies,have,revealed,a,surprising,involvement,for,RNAi,in,heterochromatin,assembly,[,"6,7",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	32	{RNAi,was,ﬁrst,identiﬁed,as,a,mechanism,of,gene,silencing,in,Caenorhabditis,elegans,and,other,animals,;,it,also,acts,in,the,related,processes,of,quelling,in,Neurospora,and,post-transcriptional,gene,silencing,in,plants,[,17,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	33	{RNAi,involves,a,conserved,group,of,proteins,:,Dicer,",",Argonaute,",",and,RNA-dependent,RNA,polymerase,(,RdRP,),[,"17,18",],.}	{8}
gb-2002-3-12-reviews1035.pdf	34	{Double-stranded,RNA,(,dsRNA,),ampliﬁed,by,RdRP,is,processed,by,the,Dicer,enzyme,to,form,small,interfering,RNAs,(,siRNAs,),of,21-25,nucleotides,",",which,bind,to,an,RNA-induced,silencing,complex,(,RISC,),containing,Argonaute,.}	{12}
gb-2002-3-12-reviews1035.pdf	35	{The,siRNAs,then,target,the,mRNA,homologous,to,the,siRNA,for,destruction,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	36	{The,RISC,complex,is,thought,to,promote,methylation,of,the,DNA,[,"17,18",],",",which,further,inhibits,transcription,in,the,region,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	37	{The,two,recent,studies,[,"6,7",],implicate,these,same,RNAi,enzymes,speciﬁcally,in,the,initiation,of,chromatin,silencing,and,heterochromatin,assembly,in,S.,pombe,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	38	{These,ﬁndings,additionally,indicate,that,maintenance,of,silencing,requires,other,mechanisms,",",including,Swi6-dependent,spreading,of,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	39	{This,allows,the,definition,of,a,pathway,of,heterochromatin,assembly,that,differentiates,between,factors,required,for,the,establishment,and,the,propagation,of,a,heterochromatin,domain,(,Figure,1,),.}	{NULL}
gb-2002-3-12-reviews1035.pdf	40	{Homologs,of,the,genes,encoding,Dicer,(,dcr1,+,),",",Argonaute,(,ago1,+,),and,RdRP,(,rdp1,+,),",",identiﬁed,by,the,fission,yeast,genome,project,[,19,],",",were,cloned,and,disrupted,.}	{5}
gb-2002-3-12-reviews1035.pdf	41	{The,mutants,are,viable,but,defective,in,chromosome,transmission,and,centromeric,silencing,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	42	{A,mechanism,underlying,the,role,for,RNAi,in,these,processes,was,suggested,by,the,accumulation,of,RNA,transcripts,in,the,mutants,that,correspond,to,heterochromatic,centromere,repeat,sequences,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	43	{This,implies,that,processing,of,RNAs,derived,from,these,sequences,is,required,to,silence,centromeric,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	44	{Consistent,with,this,view,",",the,RdRP,protein,associates,with,the,centromeric,repeats,in,vivo,",",raising,the,possibility,that,dsRNA,arises,from,RdRP,activity,on,a,single,transcribed,strand,of,RNA,[,6,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	45	{Repeated,rounds,of,this,process,would,lead,to,ampliﬁcation,of,the,RNAs,",",which,presumably,target,other,factors,to,the,heterochromatin,to,initiate,silencing,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	46	{Curiously,",",few,RNA,transcripts,from,the,centromere,were,observed,in,wild-type,cells,[,6,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	47	{But,in,an,independent,study,",",a,search,for,potential,Dicer,cleavage,products,in,S.,pombe,revealed,sequences,homologous,to,the,centromeric,repeats,even,in,wild-type,cells,[,20,],",",suggesting,that,the,mechanism,is,ﬁnely,tuned,and,requires,relatively,little,RNA,.}	{10}
gb-2002-3-12-reviews1035.pdf	48	{Because,sequences,homologous,to,telomeres,and,the,mating-type,locus,were,not,revealed,by,these,studies,",",it,will,be,important,to,identify,the,RNA,transcripts,that,act,at,these,non-centric,sites,of,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	49	{To,determine,at,what,stage,of,the,pathway,RNAi,components,act,",",Volpe,and,colleagues,[,6,],used,chromatin,immunoprecipitation,to,demonstrate,that,RNAi,is,required}	{NULL}
gb-2002-3-12-reviews1035.pdf	50	{Transcription,mat2P,cenH,mat3M}	{NULL}
gb-2002-3-12-reviews1035.pdf	51	{Boundary,RdRP,Boundary,dsRNA}	{NULL}
gb-2002-3-12-reviews1035.pdf	52	{Argonaute}	{NULL}
gb-2002-3-12-reviews1035.pdf	53	{Dicer,I}	{NULL}
gb-2002-3-12-reviews1035.pdf	54	{Clr4,",",Rik1,_,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	55	{—,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	56	{__,‘,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	57	{—,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	58	{_}	{NULL}
gb-2002-3-12-reviews1035.pdf	59	{H3K9,(,Me,)}	{NULL}
gb-2002-3-12-reviews1035.pdf	60	{I,Swi6,X}	{NULL}
gb-2002-3-12-reviews1035.pdf	61	{Swi6}	{NULL}
gb-2002-3-12-reviews1035.pdf	62	{and,Swi6,to,boundaries}	{NULL}
gb-2002-3-12-reviews1035.pdf	63	{Figure,I,A,model,for,heterochromatin,assembly,at,the,S.,pombe,mating-type,locus,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	64	{RNA,transcription,",",presumably,from,repeated,sequences,within,the,locus,",",produces,dsRNA,that,is,rapidly,cleaved,by,Dicer,to,form,siRNAs,.}	{18}
gb-2002-3-12-reviews1035.pdf	65	{The,siRNAs,target,enzymes,to,the,chromatin,so,as,to,methylate,histone,H3,at,lysine,9,-,H3K9,(,Me,),on,the,ﬁgure,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	66	{Histone,methylation,then,recruits,the,Swi6,protein,to,the,heterochromatin,nucleation,site,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	67	{The,binding,of,Swi6,to,methylated,lysine,9,of,histone,H3,in,this,nucleation,region,then,promotes,spreading,of,the,silent,heterochromatin,structure,into,adjacent,sequences,by,further,methylation,of,H3,at,lysine,9,and,its,association,with,Swi6,",",throughout,the,mating-type,locus,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	68	{Broadly,similar,mechanisms,are,likely,to,work,in,the,centromere,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	69	{Additional,factors,are,discussed,further,in,the,text,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	70	{Spreading,of,H3K9,(,Me,),I}	{NULL}
gb-2002-3-12-reviews1035.pdf	71	{for,efficient,methylation,of,lysine,9,of,histone,H3,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	72	{An,obvious,model,is,that,siRNAs,or,the,RNAi,protein,components,directly,target,the,appropriate,enzymes,to,histones,",",promoting,deacetylation,and,methylation,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	73	{Indirect,support,for,this,model,is,provided,by,the,observation,that,chromodomain,proteins,such,as,Clr4,and,Swi6,can,bind,both,methylated,histone,tails,and,RNA,[,"14,15",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	74	{Direct,evidence,that,the,dsRNA,or,siRNA,binds,these,proteins,remains,to,be,determined,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	75	{Interestingly,",",assembly,of,the,silent,heterochromatin,at,the,mating-type,locus,requires,a,sequence,",",cenH,",",that,is,related,to,the,centromere,repeats,[,"7,21",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	76	{A,region,containing,this,sequence,is,sufﬁcient,to,promote,silencing,at,an,ectopic,site,in,an,RNAi-dependent,fashion,[,7,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	77	{Because,epigenetic,inheritance,of,the,silent,heterochromatin,at,the,mat,(,mating-type,),locus,is,extremely,robust,",",Hall,and,colleagues,[,7,],used,the,cenH,site,at,the,mat,locus,to,further,analyze,the,role,of,RNAi,proteins,in,the,establishment,of,silent,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	78	{The,histone,methylation,required,for,the,assembly,of,silent,heterochromatin,can,be,blocked,by,inhibiting,the,upstream,histone,deacetylase,with,Trichostatin,A,or,by,deleting,the,Clr4,methyltransferase,itself,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	79	{Both,of,these,treatments,erase,the,epigenetic,mark,for,silencing,[,"22,23",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	80	{Significantly,",",in,the,RNAi,mutants,",",methylation,and,silencing,at,the,mating-type,locus,could,not,be,re-established,when,Trichostatin,A,was,removed,or,Clr4,was,restored,[,7,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	81	{In,striking,contrast,",",a,previously,established,",",epigenetically,inherited,silent,chromatin,state,could,be,maintained,in,the,absence,of,RNAi,proteins,",",suggesting,that,RNAi,is,required,specifically,for,heterochromatin,assembly,but,is,dispensable,for,heterochromatin,maintenance,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	82	{This,suggests,a,linear,pathway,from,RNAi,activity,to,histone,H3,lysine,9,methylation,to,Swi6,binding,",",consistent,with,prior,observations,that,Swi6,association,with,heterochromatin,requires,prior,methylation,of,histone,H3,lysine,9,[,"10,11",],.}	{10,32}
gb-2002-3-12-reviews1035.pdf	83	{Unexpectedly,",",although,Swi6,appears,to,act,downstream,of,histone,methylation,",",Hall,and,colleagues,[,7,],found,that,Swi6,itself,is,required,to,maintain,the,methylated,state,and,to,promote,spreading,of,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	84	{In,a,swi6,mutant,",",methylation,of,histone,H3,lysine,9,within,the,mating-type,locus,is,restricted,to,cenH,rather,than,distributed,throughout,a,broad,region,as,in,wild-type,cells,.}	{8}
gb-2002-3-12-reviews1035.pdf	85	{This,indicates,that,binding,of,Swi6,to,methylated,histone,H3,lysine,9,at,cenH,is,required,for,further,methylation,outside,this,region,",",resulting,in,a,positive,feedback,mechanism,that,spreads,silent,chromatin,.}	{9}
gb-2002-3-12-reviews1035.pdf	86	{This,observation,is,consistent,with,the,ability,of,cenH,to,nucleate,silencing,at,an,ectopic,chromosomal,site,",",and,deﬁnes,two,steps,in,heterochromatin,assembly,:,the,initial,methylation,event,triggered,by,RNAi,",",and,the,Swi6-mediated,spreading,of,the,silent,chromatin,state,toward,the,boundaries,with,euchromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	87	{This,result,is,consistent,with,a,similar,study,by,Partridge,and,colleagues,[,24,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	88	{Using,silencing,at,an,ectopic,site,as,an,assay,",",they,deﬁne,a,sequence,from,the,centromere,repeats,related,to,cenH,-,that,is,sufﬁcient,to,promote,histone,H3,lysine,9,methylation,and,silencing,.}	{28}
gb-2002-3-12-reviews1035.pdf	89	{Histone,methylation,of,this,site,itself,is,independent,of,Swi6,",",similar,to,the,situation,for,cenH,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	90	{But,methylation,at,the,centromere,sequence,requires,another,chromodomain,protein,",",Chp1,[,24,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	91	{Thus,",",there,appear,to,be,different,requirements,for,the,two,chromodomain,proteins,Chp1,and,Swi6,during,heterochromatin,nucleation,",",although,both,proteins,subsequently,display,a,similar,localization,pattern,across,the,centromere,[,12,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	92	{http://genomebiology.com/2002/3/,I,2/reviews,/,I,035.3}	{NULL}
gb-2002-3-12-reviews1035.pdf	93	{These,new,studies,[,"6,7",],",",as,well,as,recent,work,from,a,number,of,other,laboratories,",",have,uncovered,important,details,about,the,formation,and,function,of,heterochromatin,in,ﬁssion,yeast,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	94	{Although,heterochromatin,commonly,contains,repeated,DNA,arrays,",",this,work,demonstrates,that,RNA,components,also,act,in,coordination,with,regionspeciﬁc,histone,modiﬁcation,to,drive,the,association,of,heterochromatin-speciﬁc,factors,and,spreading,of,a,silent,chromatin,structure,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	95	{Notably,",",this,work,emphasizes,the,mechanistic,similarities,in,diverse,cellular,processes,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	96	{In,plants,and,C.,elegans,",",RNAi,is,known,to,function,in,gene,silencing,",",probably,by,promoting,DNA,methylation,[,17,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	97	{Maintenance,of,male,fertility,in,Drosophila,requires,the,RNAi-like,silencing,of,germline,transcripts,[,25,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	98	{In,Tetrahymena,",",a,strong,link,has,been,uncovered,between,heterochromatin,formation,and,programmed,DNA,elimination,during,cell,growth,[,26,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	99	{During,X-chromosome,inactivation,in,mammals,",",methylation,of,histone,H3,lysine,9,at,a,speciﬁc,site,targets,an,RNA,",",Xist,",",to,spread,its,silent,epigenetic,mark,along,the,length,of,the,chromosome,[,27,],.}	{9}
gb-2002-3-12-reviews1035.pdf	100	{Furthermore,",",a,pericentromeric,RNA,component,has,recently,been,shown,to,be,required,for,histone,methylation,and,heterochromatin,formation,in,mouse,[,28,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	101	{It,is,also,important,to,note,",",however,",",that,in,at,least,one,eukaryote,",",Saccharomyces,cerevisiae,",",there,are,no,apparent,homologs,of,the,RNAi,machinery,",",Swi6/HP1,proteins,or,methyltransferases,;,transcriptional,silencing,is,achieved,through,a,pathway,that,employs,different,factors,",",the,‘,silent,information,regulator,’,(,SIR,),proteins,[,29,],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	102	{The,identification,of,RNAi,as,a,core,component,of,the,chromatin,silencing,mechanism,increases,the,known,complexity,of,formation,of,higher-order,chromatin,structure,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	103	{Many,details,of,this,process,",",such,as,the,initiation,of,RNA,transcription,from,speciﬁc,heterochromatin,sequences,and,the,mechanism,by,which,methyltransferases,are,targeted,to,heterochromatin,by,siRNAs,",",remain,to,be,determined,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	104	{In,addition,",",it,is,not,known,how,histone,H3,lysine,9,methylation,and,Swi6,cooperate,to,promote,spreading,of,the,silent,chromatin,state,or,whether,this,process,involves,other,chromosomal,factors,.}	{9}
gb-2002-3-12-reviews1035.pdf	105	{And,there,are,likely,to,be,subtle,differences,in,the,pathways,that,establish,heterochromatin,at,different,sites,in,the,genome,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	106	{While,Chp1,is,required,to,silence,centromere,sequences,",",it,does,not,appear,to,affect,silencing,at,the,mating-type,locus,(,see,[,24,],and,references,therein,),.}	{NULL}
gb-2002-3-12-reviews1035.pdf	107	{In,addition,",",although,RNAi,mutants,lose,silencing,at,centromeres,",",the,mutants,do,not,display,obvious,defects,in,mating,or,in,mating-type,silencing,",",suggesting,that,the,mat,locus,is,better,able,to,maintain,its,epigenetic,imprint,[,"6,7",],.}	{NULL}
gb-2002-3-12-reviews1035.pdf	108	{This,strongly,suggests,that,there,will,prove,to,be,region-speciﬁc,modiﬁers,to,the,common,pathway,of,heterochromatin,assembly,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	109	{Although,many,of,the,molecular,components,of,the,pathway,are,now,defined,",",and,linked,mechanistically,to,other,cellular,processes,",",it,is,clear,that,there,are,still,tantalizing,puzzles,to,solve,in,the,silence,of,heterochromatin,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	110	{SM9,!}	{NULL}
gb-2002-3-12-reviews1035.pdf	111	{A9J}	{NULL}
gb-2002-3-12-reviews1035.pdf	112	{4,Genome,Biology}	{NULL}
gb-2002-3-12-reviews1035.pdf	113	{Vol,3,No,I2,Bailis,and,Forsburg}	{NULL}
gb-2002-3-12-reviews1035.pdf	114	{Acknowledgements,Work,in,S.L.F.,’s,laboratory,is,supported,by,the,NIH,and,the,American,Cancer,Society,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	115	{S.L.F.,is,a,Stohlman,Scholar,of,the,Leukemia,and,Lymphoma,Society,.,]}	{NULL}
gb-2002-3-12-reviews1035.pdf	116	{.}	{NULL}
gb-2002-3-12-reviews1035.pdf	117	{M.B.,is,a,fellow,of,the,Damon,Runyon,Cancer,Research,Foundation,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	118	{References}	{NULL}
gb-2002-3-12-reviews1035.pdf	119	{Io,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	120	{I2,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	121	{I3,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	122	{I4,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	123	{I5,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	124	{I6,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	125	{I7,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	126	{I8,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	127	{I9,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	128	{Henikoff,S,:,Heterochromatin,function,in,complex,genomes,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	129	{Biochem,Biophys,Acta,2000,",",I470,:,I,-8,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	130	{Dillon,N,",",Festenstein,R,:,Unravelling,heterochromatin,:,competition,between,positive,and,negative,factors,regulates,accessibility,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	131	{Trends,Genet,2002,",",I8,:252,-258,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	132	{Bernard,P,",",Maure,],F,",",Partridge,],F,",",Genier,S,",",],averzat,],P,",",Allshire,RC,:,Requirement,of,heterochromatin,for,cohesion,at,centromeres,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	133	{Science,200I,",",294:2539,-2542,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	134	{Nonaka,N,",",Kitajima,T,",",Yokobayashi,S,",",Xiao,G,",",Yamamoto,M,",",Grewal,SI,",",Watanabe,Y,:,Recruitment,of,cohesin,to,heterochromatic,regions,by,Swi6IHPI,in,ﬁssion,yeast,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	135	{Nat,Cell,Biol,2002,",",4:89,-93,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	136	{Avramova,ZV,:,Heterochromatin,in,animals,and,plants,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	137	{SimiIarities,and,differences,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	138	{Plant,Physiol,2002,",",I29,:40,-49,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	139	{Volpe,TA,",",Kidner,C,",",Hall,IM,",",Teng,G,",",Grewal,SI,",",Martienssen,RA,:,Regulation,of,heterochromatic,silencing,and,histone,H3,lysine-9,methylation,by,RNAi,.}	{24}
gb-2002-3-12-reviews1035.pdf	140	{Science,2002,",",297,:,I833-I837,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	141	{Hall,IM,",",Shankaranarayana,GD,",",Noma,K,",",Ayoub,N,",",Cohen,A,",",Grewal,SI,:,Establishment,and,maintenance,of,a,heterochromatin,domain,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	142	{Science,2002,",",297:2232,-2237,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	143	{Strahl,BD,",",Allis,CD,:,The,language,of,covalent,histone,modiﬁcations,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	144	{Nature,2000,",",403:4,I-45,.,]}	{NULL}
gb-2002-3-12-reviews1035.pdf	145	{enuwein,T,",",Allis,CD,:,Translating,the,histone,code,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	146	{Science,200,|,",",293,:,|,074-I080,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	147	{Nakayama,],",",Rice,],C,",",Strahl,BD,",",Allis,CD,",",Grewal,SI,:,Role,of,histone,H3,lysine,9,methylation,in,epigenetic,control,of,heterochromatin,assembly,.}	{19}
gb-2002-3-12-reviews1035.pdf	148	{Science,200I,",",292,:,I,Io-I,I3,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	149	{Noma,K,",",Allis,CD,",",Grewal,SI,:,Transitions,in,distinct,histone,H3,methylation,patterns,at,the,heterochromatin,domain,boundaries,.}	{13}
gb-2002-3-12-reviews1035.pdf	150	{Science,200I,",",293,:,I,I50-I,I55,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	151	{Partridge,],F,",",Borgstrom,B,",",Allshire,RC,:,Distinct,protein,interaction,domains,and,protein,spreading,in,a,complex,centromere,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	152	{Genes,Dev,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	153	{2000,",",I4,:783,-79,I.,Thon,G,",",Bjerling,P,",",Bunner,CM,",",Verhein-Hansen,],:,Expressionstate,boundaries,in,the,mating-type,region,of,ﬁssion,yeast,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	154	{Genetics,2002,",",I6I,:6,I,I-622,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	155	{Akhtar,A,",",Zink,D,",",Becker,PB,:,Chromodomains,are,proteinRNA,interaction,modules,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	156	{Nature,2000,",",407:405,-409,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	157	{Muchardt,C,",",Guilleme,M,",",Seeler,],S,",",Trouche,D,",",Dejean,A,",",Yaniv,M,:,Coordinated,methyl,and,RNA,binding,is,required,for,heterochromatin,localization,of,mammalian,HPIa,.}	{NULL}
gb-2002-3-12-reviews1035.pdf	158	{EMBO,Rep,2002,",",3:975,-98,|,.}	{NULL}
